Input Image,Image Size,Confidence Threshold,IOU Threshold,Output Image,flag,username,timestamp
"{""path"":""flagged\\Input Image\\c963b27630a15d9af346\\img2.jpg"",""url"":""http://127.0.0.1:7860/file=C:\\Users\\YOUSSEF-HP\\AppData\\Local\\Temp\\gradio\\21796ed5bc0bb092f5c83f3bb078e6279b21b64a\\img2.jpg"",""size"":null,""orig_name"":""img2.jpg"",""mime_type"":null}",800,0.5,0.6,"{""path"":""flagged\\Output Image\\430f5e12b59143fb0b31\\image.png"",""url"":null,""size"":null,""orig_name"":""image.png"",""mime_type"":null}",,,2023-12-07 03:41:41.854434
